title,recipe_link,img_link,ingredients,yield,nutrients,region,subregion,meal_type,total_calories,total_protein,total_fat,total_carb
Barbecued Pork Kebabs,https://www.allrecipes.com/recipe/212915/barbecued-pork-kebabs/,https://www.allrecipes.com/thmb/PY3lN8iD3oVEUJ9zJq4XrxFO4DQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5520946-cb2a884f5ab540f5bd03d8ab778a8922.jpg,"['1 cup white sugar', '1 cup soy sauce', '1 onion, diced', '5 cloves garlic, chopped', '1 teaspoon ground black pepper', '1 (4 pound) boneless pork loin, cut into 1 1/2-inch cubes', '10 bamboo skewers, soaked in water for 30 minutes']",10 servings,"{'calories': '369 kcal', 'carbohydrateContent': '25 g', 'cholesterolContent': '88 mg', 'fiberContent': '1 g', 'proteinContent': '31 g', 'saturatedFatContent': '6 g', 'sodiumContent': '1508 mg', 'sugarContent': '21 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",asian,filipino,main,4461.66,503.11,161.81,228.36
Barbeque Halibut Steaks,https://www.allrecipes.com/recipe/12837/barbeque-halibut-steaks/,https://www.allrecipes.com/thmb/VRorLmFQ70C5rqmLhMTxATMA2gI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2617149-76a8ebb7f4dc42cdbfe6172e1095315f.jpg,"['2 tablespoons butter', '2 tablespoons brown sugar', '2 cloves garlic, minced', '1 tablespoon lemon juice', '2 teaspoons soy sauce', '0.5 teaspoon ground black pepper', '1 (1 pound) halibut steak']",3 servings,"{'calories': '275 kcal', 'carbohydrateContent': '11 g', 'cholesterolContent': '69 mg', 'fiberContent': '0 g', 'proteinContent': '32 g', 'saturatedFatContent': '5 g', 'sodiumContent': '338 mg', 'sugarContent': '9 g', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,main,1425.08,161.75,71.23,25.69
Barbeque Halibut Steaks,https://www.allrecipes.com/recipe/12837/barbeque-halibut-steaks/,https://www.allrecipes.com/thmb/VRorLmFQ70C5rqmLhMTxATMA2gI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2617149-76a8ebb7f4dc42cdbfe6172e1095315f.jpg,"['2 tablespoons butter', '2 tablespoons brown sugar', '2 cloves garlic, minced', '1 tablespoon lemon juice', '2 teaspoons soy sauce', '0.5 teaspoon ground black pepper', '1 (1 pound) halibut steak']",3 servings,"{'calories': '275 kcal', 'carbohydrateContent': '11 g', 'cholesterolContent': '69 mg', 'fiberContent': '0 g', 'proteinContent': '32 g', 'saturatedFatContent': '5 g', 'sodiumContent': '338 mg', 'sugarContent': '9 g', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}",usa,state_wa,na,1425.08,161.75,71.23,25.69
Barbequed Steak,https://www.allrecipes.com/recipe/20403/barbequed-steak/,https://www.allrecipes.com/thmb/M4Ld5p7YqvH0KP9tQjyQKVGCLPI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Barbequed-Steak-France-C-2000-4e49861b26e7458e803015fbc95a89ce.jpeg,"['4 (1/2 pound) beef top sirloin steaks', '0.5 cup vegetable oil', '1 ounce steak spice seasoning mix']",8 servings,"{'calories': '302 kcal', 'carbohydrateContent': '1 g', 'cholesterolContent': '61 mg', 'fiberContent': '0 g', 'proteinContent': '19 g', 'saturatedFatContent': '5 g', 'sodiumContent': '719 mg', 'fatContent': '24 g', 'servingSize': '4 (1/2 pound) steaks', 'unsaturatedFatContent': '0 g'}",usa,state_nd,na,6002.98,557.73,404.71,0.14
Barbie's Tuna Salad,https://www.allrecipes.com/recipe/98579/barbies-tuna-salad/,https://www.allrecipes.com/thmb/BSFMQkVpvXUNI0KDjhuI0mM4ILk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/98579-barbies-tuna-salad-ddmfs-step4-beauty-19-1x1-1-ed2206dcf3e843bf8a57a481313185bf.jpg,"['1 (7 ounce) can white tuna, drained and flaked', '6 tablespoons mayonnaise or salad dressing', '3 tablespoons sweet pickle relish', '1 tablespoon Parmesan cheese', '0.125 teaspoon dried minced onion flakes', '1 tablespoon dried parsley', '1 teaspoon dried dill weed', '0.25 teaspoon curry powder', '1 pinch garlic powder']",4 servings,"{'calories': '228 kcal', 'carbohydrateContent': '5 g', 'cholesterolContent': '24 mg', 'fiberContent': '0 g', 'proteinContent': '13 g', 'saturatedFatContent': '3 g', 'sodiumContent': '255 mg', 'sugarContent': '4 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,"salad,salad",1041.27,61.49,78.36,20.8
Barengate Bay Chicken,https://www.allrecipes.com/recipe/19891/barengate-bay-chicken/,https://www.allrecipes.com/thmb/A16noipbpdzeZj2jwwrOzstu4As=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/292971-4516c4f155ca4f52a6d34e3f3208d965.jpg,"['1 (10.75 ounce) can condensed cream of broccoli soup', '1 (10.75 ounce) can milk', '6 skinless, boneless chicken breast halves', '0.25 cup olive oil', '4 cloves garlic, chopped', '1 (14.5 ounce) can chicken broth', '6 fresh button mushrooms', '2 lemons, quartered and seeded']",6 servings,"{'calories': '275 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '67 mg', 'fiberContent': '2 g', 'proteinContent': '27 g', 'saturatedFatContent': '3 g', 'sodiumContent': '376 mg', 'sugarContent': '4 g', 'fatContent': '14 g', 'unsaturatedFatContent': '0 g'}",usa,state_nj,na,3158.14,247.79,210.13,75.01
Barley Lime Fiesta Salad,https://www.allrecipes.com/recipe/217156/barley-lime-fiesta-salad/,https://www.allrecipes.com/thmb/-v6gCfwOCPt-FjcXBmkwekUaUx0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Barley-Lime-Fiesta-Salad-John-Adams-4x3-1-423c929c491843a5b02f9ac97cd13ade.jpg,"['2 cups water', '1 cup pearl barley', '1 (8.75 ounce) can whole kernel corn, drained', '0.5 (15 ounce) can black beans, rinsed and drained', '1 small red onion, chopped', '0.5 green bell pepper, chopped', '0.5 red bell pepper, chopped', '1 large carrot, chopped', '1 stalk celery, chopped', '0.75 chipotle pepper in adobo sauce, finely chopped, or to taste', '1 tablespoon canola oil', '0.5 teaspoon salt', '0.5 teaspoon ground black pepper', '0.5 teaspoon ground cumin', '0.25 cup water', '0.25 cup chopped fresh cilantro', '2 tablespoons light corn syrup, or to taste', '1 tablespoon canola oil, or to taste', '1 tablespoon lime juice, or to taste', '1 tablespoon lemon juice, or to taste', '1 teaspoon distilled white vinegar, or to taste', '0.25 teaspoon onion powder, or to taste']",8 servings,"{'calories': '166 kcal', 'carbohydrateContent': '30 g', 'fiberContent': '6 g', 'proteinContent': '4 g', 'saturatedFatContent': '0 g', 'sodiumContent': '263 mg', 'sugarContent': '4 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",usa,state_ca,salad,883.37,20.62,30.37,142.48
Barley and Mushrooms with Beans,https://www.allrecipes.com/recipe/50501/barley-and-mushrooms-with-beans/,https://www.allrecipes.com/thmb/_vNbFlDDUGbN1Ia75gwJOp2vP3k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7841222-5826aea8ca7a4a199d7469a739e22242.jpg,"['1 teaspoon olive oil', '3 cups sliced fresh mushrooms', '1 cup chopped onion', '0.5 cup chopped celery', '2 cloves garlic, minced', '0.5 cup uncooked barley', '3 cups vegetable broth', '1 (15.5 ounce) can white beans, drained']",6 servings,"{'calories': '202 kcal', 'carbohydrateContent': '39 g', 'fiberContent': '9 g', 'proteinContent': '9 g', 'saturatedFatContent': '0 g', 'sodiumContent': '245 mg', 'sugarContent': '4 g', 'fatContent': '2 g', 'unsaturatedFatContent': '0 g'}",usa,state_co,na,1217.12,59.61,10.26,236.2
Barlow's Blackened Catfish,https://www.allrecipes.com/recipe/38107/barlows-blackened-catfish/,https://www.allrecipes.com/thmb/IZ3D1om30cObfgTK26aL9HHdX3s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/425659-16d54f805b3e4ca082d7439609aec333.jpg,"['2 teaspoons cayenne pepper', '2 teaspoons lemon pepper', '2 teaspoons garlic powder', '2 teaspoons salt', '2 teaspoons pepper', '1 pound catfish fillets', '2 tablespoons butter', '1 cup Italian-style salad dressing']",4 servings,"{'calories': '368 kcal', 'carbohydrateContent': '9 g', 'cholesterolContent': '72 mg', 'fiberContent': '1 g', 'proteinContent': '17 g', 'saturatedFatContent': '8 g', 'sodiumContent': '2478 mg', 'sugarContent': '5 g', 'fatContent': '30 g', 'unsaturatedFatContent': '0 g'}",usa,cajun_creole,na,1939.88,89.31,163.46,25.61
Barlow's Blackened Catfish,https://www.allrecipes.com/recipe/38107/barlows-blackened-catfish/,https://www.allrecipes.com/thmb/IZ3D1om30cObfgTK26aL9HHdX3s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/425659-16d54f805b3e4ca082d7439609aec333.jpg,"['2 teaspoons cayenne pepper', '2 teaspoons lemon pepper', '2 teaspoons garlic powder', '2 teaspoons salt', '2 teaspoons pepper', '1 pound catfish fillets', '2 tablespoons butter', '1 cup Italian-style salad dressing']",4 servings,"{'calories': '368 kcal', 'carbohydrateContent': '9 g', 'cholesterolContent': '72 mg', 'fiberContent': '1 g', 'proteinContent': '17 g', 'saturatedFatContent': '8 g', 'sodiumContent': '2478 mg', 'sugarContent': '5 g', 'fatContent': '30 g', 'unsaturatedFatContent': '0 g'}",usa,southern,"main,main",1939.88,89.31,163.46,25.61
Barm Brack,https://www.allrecipes.com/recipe/8408/barm-brack/,https://www.allrecipes.com/thmb/nm1BKZxThvrS2bpWedz66SzUlj8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/259911-594039bb542345cfb3ee32a6d686e0cf.jpg,"['1.7999999523163 cups brewed black tea, cold', '1 cup packed light brown sugar', '1.25 cups golden raisins', '0.25 cup chopped candied citron', '1.25 cups self-rising flour', '1 egg, beaten']",10 servings,"{'calories': '220 kcal', 'carbohydrateContent': '53 g', 'cholesterolContent': '19 mg', 'fiberContent': '1 g', 'proteinContent': '3 g', 'saturatedFatContent': '0 g', 'sodiumContent': '233 mg', 'sugarContent': '32 g', 'fatContent': '1 g', 'unsaturatedFatContent': '0 g'}",european,uk_ireland,dessert,2087.2,28.52,7.17,495.43
Barquillos (Wafer Rolls),https://www.allrecipes.com/recipe/175293/barquillos-wafer-rolls/,https://www.allrecipes.com/thmb/eZvnOM_D6ZSa4ApYZqTzC7NRvl8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/700743-95de081def834bd6820f4e71cc8a4405.jpg,"['0.5 cup butter', '0.5 cup white sugar', '1 teaspoon vanilla extract', '2 egg whites', '0.66666668653488 cup all-purpose flour']",18 servings,"{'calories': '86 kcal', 'carbohydrateContent': '9 g', 'cholesterolContent': '14 mg', 'fiberContent': '0 g', 'proteinContent': '1 g', 'saturatedFatContent': '3 g', 'sodiumContent': '43 mg', 'sugarContent': '6 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",asian,filipino,dessert,1552.32,16.8,92.99,164.98
Basa Fillets in Tomatillo Sauce,https://www.allrecipes.com/recipe/87286/basa-fillets-in-tomatillo-sauce/,https://www.allrecipes.com/thmb/k5PyuMNsXtVUjN5BSr8QsysdAOs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/849596-707688f7988b4f2da157c739aac60440.jpg,"['1.5 cups long grain white rice', '2.5 cups water', '3 teaspoons chicken bouillon granules', '1 pound fresh tomatillos, husks removed', '3 jalapeno peppers, cut into large pieces', '1 clove garlic', '1 tablespoon salt, or to taste', '1 tablespoon corn oil', '0.5 cup chopped onion', '1.5 pounds swai fish', '1 clove garlic, minced', '3 tablespoons chopped fresh cilantro', '1 tablespoon fresh lime juice']",6 servings,"{'calories': '379 kcal', 'carbohydrateContent': '44 g', 'cholesterolContent': '54 mg', 'fiberContent': '3 g', 'proteinContent': '22 g', 'saturatedFatContent': '3 g', 'sodiumContent': '1416 mg', 'sugarContent': '4 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}",usa,southern,main,1646.35,139.6,69.06,111.86
Basic Babka,https://www.allrecipes.com/recipe/262291/basic-babka/,https://www.allrecipes.com/thmb/mXXdsbRcjO1dogaKq9aKY_ebCi0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4970699-basic-babka-Nicholio-4x3-1-9a5bcad22e0f4f72b11b358e60fd3629.jpg,"['0.5 cup white sugar', '0.25 cup butter', '1 teaspoon salt', '1 cup hot milk (185 degrees F (85 degrees C))', '2 (.25 ounce) packages active dry yeast', '0.25 cup warm water (110 degrees F (43 degrees C))', '2 eggs', '4.5 cups all-purpose flour', '3 eggs', '1 cup packed light brown sugar', '0.33333334326744 cup butter, melted', '1.5 teaspoons ground cinnamon', '1 teaspoon vanilla extract', '4 cups walnuts, chopped', '2 tablespoons butter, melted']",24 servings,"{'calories': '338 kcal', 'carbohydrateContent': '35 g', 'cholesterolContent': '54 mg', 'fiberContent': '2 g', 'proteinContent': '7 g', 'saturatedFatContent': '5 g', 'sodiumContent': '158 mg', 'sugarContent': '14 g', 'fatContent': '20 g', 'unsaturatedFatContent': '0 g'}",european,eastern_european,"na,na",8123.53,198.2,481.85,817.61
Basic Babka,https://www.allrecipes.com/recipe/262291/basic-babka/,https://www.allrecipes.com/thmb/mXXdsbRcjO1dogaKq9aKY_ebCi0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4970699-basic-babka-Nicholio-4x3-1-9a5bcad22e0f4f72b11b358e60fd3629.jpg,"['0.5 cup white sugar', '0.25 cup butter', '1 teaspoon salt', '1 cup hot milk (185 degrees F (85 degrees C))', '2 (.25 ounce) packages active dry yeast', '0.25 cup warm water (110 degrees F (43 degrees C))', '2 eggs', '4.5 cups all-purpose flour', '3 eggs', '1 cup packed light brown sugar', '0.33333334326744 cup butter, melted', '1.5 teaspoons ground cinnamon', '1 teaspoon vanilla extract', '4 cups walnuts, chopped', '2 tablespoons butter, melted']",24 servings,"{'calories': '338 kcal', 'carbohydrateContent': '35 g', 'cholesterolContent': '54 mg', 'fiberContent': '2 g', 'proteinContent': '7 g', 'saturatedFatContent': '5 g', 'sodiumContent': '158 mg', 'sugarContent': '14 g', 'fatContent': '20 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,na,8123.53,198.2,481.85,817.61
Basic Chicken Stock,https://www.allrecipes.com/recipe/12983/basic-chicken-stock/,https://www.allrecipes.com/thmb/nBHpUPavR6VNtWg7U7tHeQIjeF8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/390636-322f77f3a5f241feb5572e2f93884d60.jpg,"['1 pound chicken parts', '1 large onion', '3 stalks celery, including some leaves', '1 large carrot', '1.5 teaspoons salt', '3 whole cloves', '6 cups water', '0.25 cup cold water', '1 egg']",6 servings,"{'calories': '200 kcal', 'carbohydrateContent': '4 g', 'cholesterolContent': '89 mg', 'fiberContent': '1 g', 'proteinContent': '16 g', 'saturatedFatContent': '4 g', 'sodiumContent': '675 mg', 'sugarContent': '2 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,soups_and_stews,1162.66,117.91,64.64,21.3
Basic Crêpes,https://www.allrecipes.com/recipe/16383/basic-crepes/,https://www.allrecipes.com/thmb/OLYWi17piBdURAFCZjwVMPOrpr4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/16383-basic-crepes-mfs_001-708fcab6cbea4cbe84263252f18dfe4c.jpg,"['1 cup all-purpose flour', '2 large eggs', '0.5 cup milk', '0.5 cup water', '0.25 teaspoon salt', '2 tablespoons butter, melted']",4 servings,"{'calories': '216 kcal', 'carbohydrateContent': '26 g', 'cholesterolContent': '111 mg', 'fiberContent': '1 g', 'proteinContent': '7 g', 'saturatedFatContent': '5 g', 'sodiumContent': '235 mg', 'sugarContent': '2 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",european,french,na,862.54,29.74,36.19,101.99
Basic Crêpes,https://www.allrecipes.com/recipe/16383/basic-crepes/,https://www.allrecipes.com/thmb/OLYWi17piBdURAFCZjwVMPOrpr4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/16383-basic-crepes-mfs_001-708fcab6cbea4cbe84263252f18dfe4c.jpg,"['1 cup all-purpose flour', '2 large eggs', '0.5 cup milk', '0.5 cup water', '0.25 teaspoon salt', '2 tablespoons butter, melted']",4 servings,"{'calories': '216 kcal', 'carbohydrateContent': '26 g', 'cholesterolContent': '111 mg', 'fiberContent': '1 g', 'proteinContent': '7 g', 'saturatedFatContent': '5 g', 'sodiumContent': '235 mg', 'sugarContent': '2 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,na,862.54,29.74,36.19,101.99
Basic Fruit Smoothie,https://www.allrecipes.com/recipe/23553/basic-fruit-smoothie/,https://www.allrecipes.com/thmb/UkeuVPlM5KjA520YuyD87dSDG2E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/23553-basic-fruit-smoothie-ddmfs-1x1-0709-0a157232688a4468be54e8278d9b633f.jpg,"['1 quart strawberries, hulled', '2 fresh peaches - peeled, pitted, and sliced', '1 banana, broken into chunks', '2 cups ice', '1 cup orange-peach-mango juice']",4 servings,"{'calories': '118 kcal', 'carbohydrateContent': '29 g', 'fiberContent': '4 g', 'proteinContent': '2 g', 'saturatedFatContent': '0 g', 'sodiumContent': '16 mg', 'sugarContent': '20 g', 'fatContent': '1 g', 'unsaturatedFatContent': '0 g'}",usa,southern,dessert,741.99,12.53,4.2,184.27
Basic High-Altitude Bread,https://www.allrecipes.com/recipe/270809/basic-high-altitude-bread/,https://www.allrecipes.com/thmb/jg6IpSCgGBE0gSiPUig97mkefiI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8064782-694ccccdfaa64571a1a9bc7b9307ec93.jpg,"['1 cup warm water (100 degrees F/40 degrees C)', '2 teaspoons active dry yeast', '3 cups bread flour', '0.25 cup coconut oil, melted', '1 tablespoon white sugar', '1 teaspoon salt']",8 servings,"{'calories': '230 kcal', 'carbohydrateContent': '35 g', 'fiberContent': '1 g', 'proteinContent': '6 g', 'saturatedFatContent': '6 g', 'sodiumContent': '293 mg', 'sugarContent': '2 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",usa,state_co,na,2044.42,52.48,61.42,313.95
Basic Hummus,https://www.allrecipes.com/recipe/26707/basic-hummus/,https://www.allrecipes.com/thmb/u_88VE-tEP0kOs0zdfMQT8yLtG4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1050029-99889171e82749f5b3ffa821d7d07013.jpg,"['2 cloves garlic, peeled and crushed', '2 tablespoons olive oil', '1 (15 ounce) can garbanzo beans, drained, liquid reserved', '1 tablespoon sesame seeds', 'salt and pepper to taste']",12 servings,"{'calories': '53 kcal', 'carbohydrateContent': '6 g', 'fiberContent': '1 g', 'proteinContent': '1 g', 'saturatedFatContent': '0 g', 'sodiumContent': '70 mg', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",european,greek,appetizer,884.64,31.75,42.66,100.03
Basic Irish Soda Bread With Cheese,https://www.allrecipes.com/recipe/213824/basic-irish-soda-bread-with-cheese/,https://www.allrecipes.com/thmb/qeuVo1zv81NYS-qXhGEwNp5jFY4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/372445-c0cb6d2921a44044addfca46c100e139.jpg,"['2 eggs, beaten', '0.33333334326744 cup grated Parmesan cheese', '2 cups all-purpose flour', '0.5 teaspoon salt', '0.5 teaspoon baking soda', '1 cup milk, or as needed']",6 servings,"{'calories': '215 kcal', 'carbohydrateContent': '34 g', 'cholesterolContent': '69 mg', 'fiberContent': '1 g', 'proteinContent': '10 g', 'saturatedFatContent': '2 g', 'sodiumContent': '408 mg', 'sugarContent': '2 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}",european,uk_ireland,bread,1313.6,55.82,25.98,207.8
Basic Margarita,https://www.allrecipes.com/recipe/20686/basic-margarita/,https://www.allrecipes.com/thmb/5KXH81bfb9VlIjcrDGzR8JQSHdg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9091357-29a44cc2930347fc87f2ea267bf6bc71.jpg,"['5 fluid ounces tequila', '3 fluid ounces triple sec', '2 (6 ounce) cans frozen limeade concentrate', '4 cups ice cubes', 'coarse salt']",4 servings,{},usa,state_az,na,718.4,0,0,72.93
Basic Marinara for the Instant Pot®,https://www.allrecipes.com/recipe/263334/basic-marinara-for-the-instant-pot/,https://www.allrecipes.com/thmb/JK_j-UqQ0q52CSZxZ1pNVSVd0kk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5263452-basic-marinara-for-the-instant-pot-lutzflcat-4x3-1-dc4719ad8fe148d3b2fbde4a16afd49a.jpg,"['2 tablespoons olive oil', '1 cup diced onion', '1 tablespoon minced garlic', '0.25 cup dry red wine', '1 (28 ounce) can diced tomatoes', '1 (28 ounce) can whole peeled tomatoes', '1 tablespoon dried basil', '1 tablespoon dried oregano', '1 tablespoon dried parsley', '0.75 teaspoon sea salt', 'freshly ground black pepper to taste', '1 pinch red pepper flakes', '1 bay leaf']",6 servings,"{'calories': '115 kcal', 'carbohydrateContent': '14 g', 'fiberContent': '4 g', 'proteinContent': '3 g', 'saturatedFatContent': '1 g', 'sodiumContent': '615 mg', 'sugarContent': '8 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",middle_eastern,mediterranean,na,700.06,18.7,31.54,92.47
Basic Sugar Cookies - Tried and True Since 1960,https://www.allrecipes.com/recipe/230295/basic-sugar-cookies-tried-and-true-since-1960/,https://www.allrecipes.com/thmb/vDJvx-X_zBloxjV4HUAhqccmy5c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/940869-9be59ad329dc4243a60115c51f9f7c7b.jpg,"['3 cups self-rising flour', '1 cup butter at room temperature', '1 cup white sugar, or more to taste', '2 eggs at room temperature', '1.5 teaspoons vanilla extract', '0.25 teaspoon salt']",48 servings,"{'calories': '81 kcal', 'carbohydrateContent': '10 g', 'cholesterolContent': '18 mg', 'fiberContent': '0 g', 'proteinContent': '1 g', 'saturatedFatContent': '3 g', 'sodiumContent': '142 mg', 'sugarContent': '4 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}",usa,state_ms,na,3890.62,51.58,197.27,479.96
Basic Yankee Bread Stuffing,https://www.allrecipes.com/recipe/23584/basic-yankee-bread-stuffing/,https://www.allrecipes.com/thmb/xxfPpJcsnfuubWcugj77XTQDqw4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1080156-b2bc8063977042deac35dbf0e60b5c3d.jpg,"['1 pound ground pork sausage', '1 tablespoon butter', '6 stalks chopped celery', '2 onions, chopped', '2 (1 pound) loaves day-old white bread, torn into small pieces', '1.5 teaspoons sage seasoning mixture', 'salt and pepper to taste', '2 eggs, lightly beaten', '1 cup chicken broth']",12 servings,"{'calories': '330 kcal', 'carbohydrateContent': '41 g', 'cholesterolContent': '56 mg', 'fiberContent': '3 g', 'proteinContent': '12 g', 'saturatedFatContent': '4 g', 'sodiumContent': '985 mg', 'sugarContent': '5 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",usa,new_england,na,3067.14,143.01,161.08,261.25
Basic Yankee Bread Stuffing,https://www.allrecipes.com/recipe/23584/basic-yankee-bread-stuffing/,https://www.allrecipes.com/thmb/xxfPpJcsnfuubWcugj77XTQDqw4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1080156-b2bc8063977042deac35dbf0e60b5c3d.jpg,"['1 pound ground pork sausage', '1 tablespoon butter', '6 stalks chopped celery', '2 onions, chopped', '2 (1 pound) loaves day-old white bread, torn into small pieces', '1.5 teaspoons sage seasoning mixture', 'salt and pepper to taste', '2 eggs, lightly beaten', '1 cup chicken broth']",12 servings,"{'calories': '330 kcal', 'carbohydrateContent': '41 g', 'cholesterolContent': '56 mg', 'fiberContent': '3 g', 'proteinContent': '12 g', 'saturatedFatContent': '4 g', 'sodiumContent': '985 mg', 'sugarContent': '5 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",usa,state_ct,na,3067.14,143.01,161.08,261.25
Basic Yankee Bread Stuffing,https://www.allrecipes.com/recipe/23584/basic-yankee-bread-stuffing/,https://www.allrecipes.com/thmb/xxfPpJcsnfuubWcugj77XTQDqw4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1080156-b2bc8063977042deac35dbf0e60b5c3d.jpg,"['1 pound ground pork sausage', '1 tablespoon butter', '6 stalks chopped celery', '2 onions, chopped', '2 (1 pound) loaves day-old white bread, torn into small pieces', '1.5 teaspoons sage seasoning mixture', 'salt and pepper to taste', '2 eggs, lightly beaten', '1 cup chicken broth']",12 servings,"{'calories': '330 kcal', 'carbohydrateContent': '41 g', 'cholesterolContent': '56 mg', 'fiberContent': '3 g', 'proteinContent': '12 g', 'saturatedFatContent': '4 g', 'sodiumContent': '985 mg', 'sugarContent': '5 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",usa,state_me,na,3067.14,143.01,161.08,261.25
Basic Yankee Bread Stuffing,https://www.allrecipes.com/recipe/23584/basic-yankee-bread-stuffing/,https://www.allrecipes.com/thmb/xxfPpJcsnfuubWcugj77XTQDqw4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1080156-b2bc8063977042deac35dbf0e60b5c3d.jpg,"['1 pound ground pork sausage', '1 tablespoon butter', '6 stalks chopped celery', '2 onions, chopped', '2 (1 pound) loaves day-old white bread, torn into small pieces', '1.5 teaspoons sage seasoning mixture', 'salt and pepper to taste', '2 eggs, lightly beaten', '1 cup chicken broth']",12 servings,"{'calories': '330 kcal', 'carbohydrateContent': '41 g', 'cholesterolContent': '56 mg', 'fiberContent': '3 g', 'proteinContent': '12 g', 'saturatedFatContent': '4 g', 'sodiumContent': '985 mg', 'sugarContent': '5 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",usa,state_vt,na,3067.14,143.01,161.08,261.25
Basil Pan-Seared Scallops over Pasta,https://www.allrecipes.com/recipe/53382/basil-pan-seared-scallops-over-pasta/,https://www.allrecipes.com/thmb/oV7WI-IV6X22sVRqbSgfePbM0wY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1031168-df1907c5d1d34414b72eeb7d1e802a82.jpg,"['1 (16 ounce) package farfalle (bow tie) pasta', '24 scallops, rinsed and drained', '0.75 cup olive oil', '0.25 cup lemon juice', '1.5 teaspoons dried minced garlic', '1 teaspoon salt', '0.5 teaspoon ground black pepper', '2 tablespoons dried basil', '9 tablespoons whipped butter']",8 servings,"{'calories': '522 kcal', 'carbohydrateContent': '46 g', 'cholesterolContent': '38 mg', 'fiberContent': '3 g', 'proteinContent': '16 g', 'saturatedFatContent': '8 g', 'sodiumContent': '453 mg', 'sugarContent': '1 g', 'fatContent': '31 g', 'unsaturatedFatContent': '0 g'}",usa,state_ny,na,3307.09,99.15,236.56,200.88
