title,recipe_link,img_link,ingredients,yield,nutrients,region,subregion,meal_type,total_calories,total_protein,total_fat,total_carb
Easy Roasted Red Pepper Hummus,https://www.allrecipes.com/recipe/15436/easy-roasted-red-pepper-hummus/,https://www.allrecipes.com/thmb/cXP8eeTP4Wezs7fjcTqI8aXt8fo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5556953-6235c3405a7044e291491aed1e3a47fa.jpg,"['1 (15 ounce) can chickpeas, drained', '0.33300000429153 cup tahini', '0.33300000429153 cup lemon juice', '2 cloves garlic, minced', '0.5 cup roasted red peppers', '0.25 teaspoon dried basil', 'salt and pepper to taste']",18 servings,"{'calories': '50 kcal', 'carbohydrateContent': '5 g', 'fiberContent': '1 g', 'proteinContent': '2 g', 'saturatedFatContent': '0 g', 'sodiumContent': '101 mg', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",european,greek,"na,appetizer",1121.03,45.22,56.03,124.25
Easy Roasted Red Pepper Hummus,https://www.allrecipes.com/recipe/15436/easy-roasted-red-pepper-hummus/,https://www.allrecipes.com/thmb/cXP8eeTP4Wezs7fjcTqI8aXt8fo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5556953-6235c3405a7044e291491aed1e3a47fa.jpg,"['1 (15 ounce) can chickpeas, drained', '0.33300000429153 cup tahini', '0.33300000429153 cup lemon juice', '2 cloves garlic, minced', '0.5 cup roasted red peppers', '0.25 teaspoon dried basil', 'salt and pepper to taste']",18 servings,"{'calories': '50 kcal', 'carbohydrateContent': '5 g', 'fiberContent': '1 g', 'proteinContent': '2 g', 'saturatedFatContent': '0 g', 'sodiumContent': '101 mg', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,"appetizer,appetizer",1121.03,45.22,56.03,124.25
Easy Roasted Vegetable Lasagna,https://www.allrecipes.com/recipe/232465/easy-roasted-vegetable-lasagna/,https://www.allrecipes.com/thmb/zdRX_9oQ_Lb3XTTBywQJrXj3c5o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3332281-c990516de5774245887e8df2a70882f6.jpg,"['olive oil cooking spray', '2 zucchini, sliced', '2 green bell peppers, cut in 1-inch pieces', '1 (8 ounce) package sliced fresh mushrooms', '1 onion, cut into 8 wedges', '1 tablespoon chopped fresh basil', '1 clove garlic, pressed', '0.5 teaspoon salt', '0.25 teaspoon ground black pepper', '12 lasagna noodles', '2 (28 ounce) jars pasta sauce', '1 (16 ounce) package shredded mozzarella cheese', '1 cup freshly shredded Parmesan cheese']",10 servings,"{'calories': '410 kcal', 'carbohydrateContent': '48 g', 'cholesterolContent': '38 mg', 'fiberContent': '6 g', 'proteinContent': '22 g', 'saturatedFatContent': '7 g', 'sodiumContent': '1184 mg', 'sugarContent': '17 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",european,italian,main,4072.46,216.02,164.38,436.71
Easy Rosemary Focaccia,https://www.allrecipes.com/recipe/279639/easy-rosemary-focaccia/,https://www.allrecipes.com/thmb/iDeJpaWcFgatAzkrODc0PBTQXkw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8049474-c8d1f6ec6538491696e33aa91a053892.jpg,"['5 tablespoons warm water (110 degrees F/45 degrees C), or more as needed', '2.5 teaspoons active dry yeast', '1 teaspoon white sugar', '2 cups all-purpose flour', '0.25 teaspoon salt, or more to taste', '2 tablespoons olive oil, divided', '3 sprigs fresh rosemary, leaves stripped']",4 servings,"{'calories': '299 kcal', 'carbohydrateContent': '50 g', 'fiberContent': '2 g', 'proteinContent': '7 g', 'saturatedFatContent': '1 g', 'sodiumContent': '149 mg', 'sugarContent': '1 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",european,italian,bread,1200.12,29.94,30.33,199.51
Easy Russian Mushroom Bake,https://www.allrecipes.com/recipe/264074/easy-russian-mushroom-bake/,https://www.allrecipes.com/thmb/M26BnO1uEnEoEfVL2hHOChDh08c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7891319-f8388f38563f4b08bf34e90d0d0e5cc5.jpg,"['4 tablespoons vegetable oil, divided', '7 cups quartered button mushrooms', '1 cup sour cream', '1 onion, chopped', 'salt and ground black pepper to taste', '1.25 cups shredded Gouda cheese']",4 servings,"{'calories': '415 kcal', 'carbohydrateContent': '10 g', 'cholesterolContent': '68 mg', 'fiberContent': '2 g', 'proteinContent': '15 g', 'saturatedFatContent': '16 g', 'sodiumContent': '384 mg', 'sugarContent': '4 g', 'fatContent': '36 g', 'unsaturatedFatContent': '0 g'}",european,eastern_european,na,1768.9,64.5,141.23,82.43
Easy Sausage Gravy and Biscuits,https://www.allrecipes.com/recipe/216391/easy-sausage-gravy-and-biscuits/,https://www.allrecipes.com/thmb/PnFhFebmYCEtaITaI1k71caY8nw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/216391-easy-sausage-gravy-and-biscuits-TTV78-3x2-1-c21e8cfb2c524a7b882bd9c5300dadd3.jpg,"['1 (16 ounce) can refrigerated jumbo buttermilk biscuits', '1 (9.6 ounce) package Jimmy Dean® Original Hearty Pork Sausage Crumbles', '0.25 cup flour', '2.5 cups milk', 'salt and freshly ground black pepper to taste']",8 servings,"{'calories': '333 kcal', 'carbohydrateContent': '31 g', 'cholesterolContent': '25 mg', 'fiberContent': '1 g', 'proteinContent': '10 g', 'saturatedFatContent': '6 g', 'sodiumContent': '718 mg', 'sugarContent': '8 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",usa,southern,na,2112.82,60.39,94.07,256.02
Easy Sausage and Shrimp Gumbo,https://www.allrecipes.com/recipe/256344/easy-sausage-and-shrimp-gumbo/,https://www.allrecipes.com/thmb/fFq35SBMj6SPw32ar_JPy_9UsDQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6717016-63c2bdb491754d7ea86db14c1238972d.jpg,"['1 cup canola oil', '1 cup all-purpose flour', '1 onion, diced', '1 green bell pepper, diced', '3 stalks celery, diced', '1 pound andouille sausage, chopped', '2 tablespoons Cajun seasoning', '2 cloves garlic, chopped', '1 teaspoon freshly ground black pepper', '6 cups low-sodium chicken stock', '1 pound peeled and deveined small shrimp']",8 servings,"{'calories': '568 kcal', 'carbohydrateContent': '19 g', 'cholesterolContent': '122 mg', 'fiberContent': '2 g', 'proteinContent': '21 g', 'saturatedFatContent': '8 g', 'sodiumContent': '1070 mg', 'sugarContent': '3 g', 'fatContent': '45 g', 'unsaturatedFatContent': '0 g'}",usa,cajun_creole,"na,soups_and_stews",4553.57,194.84,356.2,140.91
Easy Sausage and Shrimp Gumbo,https://www.allrecipes.com/recipe/256344/easy-sausage-and-shrimp-gumbo/,https://www.allrecipes.com/thmb/fFq35SBMj6SPw32ar_JPy_9UsDQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6717016-63c2bdb491754d7ea86db14c1238972d.jpg,"['1 cup canola oil', '1 cup all-purpose flour', '1 onion, diced', '1 green bell pepper, diced', '3 stalks celery, diced', '1 pound andouille sausage, chopped', '2 tablespoons Cajun seasoning', '2 cloves garlic, chopped', '1 teaspoon freshly ground black pepper', '6 cups low-sodium chicken stock', '1 pound peeled and deveined small shrimp']",8 servings,"{'calories': '568 kcal', 'carbohydrateContent': '19 g', 'cholesterolContent': '122 mg', 'fiberContent': '2 g', 'proteinContent': '21 g', 'saturatedFatContent': '8 g', 'sodiumContent': '1070 mg', 'sugarContent': '3 g', 'fatContent': '45 g', 'unsaturatedFatContent': '0 g'}",usa,southern,"soups_and_stews,soups_and_stews",4553.57,194.84,356.2,140.91
Easy Sausage and Shrimp Gumbo,https://www.allrecipes.com/recipe/256344/easy-sausage-and-shrimp-gumbo/,https://www.allrecipes.com/thmb/fFq35SBMj6SPw32ar_JPy_9UsDQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6717016-63c2bdb491754d7ea86db14c1238972d.jpg,"['1 cup canola oil', '1 cup all-purpose flour', '1 onion, diced', '1 green bell pepper, diced', '3 stalks celery, diced', '1 pound andouille sausage, chopped', '2 tablespoons Cajun seasoning', '2 cloves garlic, chopped', '1 teaspoon freshly ground black pepper', '6 cups low-sodium chicken stock', '1 pound peeled and deveined small shrimp']",8 servings,"{'calories': '568 kcal', 'carbohydrateContent': '19 g', 'cholesterolContent': '122 mg', 'fiberContent': '2 g', 'proteinContent': '21 g', 'saturatedFatContent': '8 g', 'sodiumContent': '1070 mg', 'sugarContent': '3 g', 'fatContent': '45 g', 'unsaturatedFatContent': '0 g'}",usa,state_la,na,4553.57,194.84,356.2,140.91
Easy Shakshuka,https://www.allrecipes.com/recipe/190276/easy-shakshuka/,https://www.allrecipes.com/thmb/lMEH4ttw5_3vjlNAbtVeX1UwnzM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/405109-5d6ea5b51bfc435d87175da62d22ca89.jpg,"['1 tablespoon olive oil', '2 cloves garlic, minced', '1 onion, cut into 2 inch pieces', '1 green bell pepper, cut into 2 inch pieces', '1 (28 ounce) can whole peeled plum tomatoes with juice', '1 teaspoon paprika, or to taste', '2 slices pickled jalapeno pepper, finely chopped', '4 eggs', '4 (6 inch) pita bread']",4 servings,"{'calories': '294 kcal', 'carbohydrateContent': '41 g', 'cholesterolContent': '186 mg', 'fiberContent': '4 g', 'proteinContent': '13 g', 'saturatedFatContent': '2 g', 'sodiumContent': '654 mg', 'sugarContent': '8 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",middle_eastern,na,na,1436.74,57.69,38.13,219.67
Easy Sheet Pan Beef Bulgogi,https://www.allrecipes.com/recipe/281136/easy-sheet-pan-beef-bulgogi/,https://www.allrecipes.com/thmb/P86P0yb74YsPf8vne3MpfN1ifQU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9428300-6e881e426d03468597d17cd6c19c8a2c.jpg,"['1.5 pounds flat iron steak', '0.25 cup soy sauce', '1 tablespoon brown sugar', '1 tablespoon fish sauce', '1 tablespoon minced ginger', '1 tablespoon sesame oil', '1 tablespoon chile paste', '2 teaspoons sesame seeds', '2 cloves garlic, minced', 'cooking spray', '1 onion, sliced', '1 (8 ounce) package sugar snap peas', '2 tablespoons olive oil, or as needed', '1 pinch salt and ground black pepper to taste', '1 bunch green onions, thinly sliced on the diagonal']",6 servings,"{'calories': '339 kcal', 'carbohydrateContent': '13 g', 'cholesterolContent': '77 mg', 'fiberContent': '2 g', 'proteinContent': '26 g', 'saturatedFatContent': '6 g', 'sodiumContent': '912 mg', 'sugarContent': '5 g', 'fatContent': '21 g', 'unsaturatedFatContent': '0 g'}",asian,korean,"na,main",2149.27,186.52,131.7,48.18
Easy Sheet Pan Greek Chicken,https://www.allrecipes.com/recipe/281413/easy-sheet-pan-greek-chicken/,https://www.allrecipes.com/thmb/4SM5ktv6t3tN75lskbaIWJw4gow=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8482428-a2612d3e9dab4939ac817c9698b4a8e3.jpg,"['4 skinless, boneless chicken breast halves', '1.5 pounds yellow potatoes, cubed', '2 red bell peppers, seeded and chopped', '0.5 cup coarsely chopped red onion', '2 teaspoons minced garlic', '2 tablespoons olive oil', '2 lemons, cut into wedges', '1 tablespoon dried oregano', '1 pinch freshly cracked salt and pepper to taste', '0.5 cup pitted Kalamata olives']",4 servings,"{'calories': '416 kcal', 'carbohydrateContent': '45 g', 'cholesterolContent': '67 mg', 'fiberContent': '8 g', 'proteinContent': '30 g', 'saturatedFatContent': '2 g', 'sodiumContent': '388 mg', 'sugarContent': '3 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",european,greek,main,2195.82,178.28,61.19,242.56
Easy Shrimp Mozambique,https://www.allrecipes.com/recipe/268365/easy-shrimp-mozambique/,https://www.allrecipes.com/thmb/RncB0MwbxkhzHSH3u0zDWdidDH8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6605475-8b3b0e33e8224ce8a1169fa18f71c176.jpg,"['4 tablespoons butter', '0.25 cup finely chopped onion', '0.5 cup water', '1 lemon, juiced', '8 cloves garlic, finely chopped', '2 (1.41 ounce) packages sazon seasoning with saffron (such as Goya® Azafran)', 'salt and ground black pepper to taste', '0.5 (12 ounce) bottle beer', '2 teaspoons hot sauce (such as Tabasco®), or to taste', '1 pound uncooked medium shrimp, peeled and deveined']",4 servings,"{'calories': '227 kcal', 'carbohydrateContent': '7 g', 'cholesterolContent': '203 mg', 'fiberContent': '2 g', 'proteinContent': '20 g', 'saturatedFatContent': '8 g', 'sodiumContent': '3385 mg', 'sugarContent': '1 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",european,portugese,na,1105.13,107.53,54.3,32.6
Easy Skinless Fried Chicken Thighs,https://www.allrecipes.com/recipe/257306/easy-skinless-fried-chicken-thighs/,https://www.allrecipes.com/thmb/-XAy-WZwbxbV9X9GqBNZKrOYFOY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4488299-3a3156d965a8447c87ad53af7d695972.jpg,"['1 cup corn oil, or as needed', '0.5 cup all-purpose flour', '2 teaspoons salt', '0.5 teaspoon ground black pepper', '0.5 teaspoon paprika', '0.5 teaspoon garlic powder', '8 skinless chicken thighs']",4 servings,"{'calories': '483 kcal', 'carbohydrateContent': '22 g', 'cholesterolContent': '149 mg', 'fiberContent': '1 g', 'proteinContent': '44 g', 'saturatedFatContent': '6 g', 'sodiumContent': '1302 mg', 'sugarContent': '1 g', 'fatContent': '23 g', 'unsaturatedFatContent': '0 g'}",usa,southern,"main,main",3670,224.09,288.06,50.12
Easy Slow Cooker BBQ,https://www.allrecipes.com/recipe/235361/easy-slow-cooker-bbq/,https://www.allrecipes.com/thmb/K1putPdcOXd9B9v456MOLQLDOYM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2057200-a9e23a186ef744eb9d5c789d1ace4646.jpg,"['1 (3 pound) boneless pork shoulder (Boston Butt) roast', '0.75 cup cider vinegar', 'salt and ground black pepper to taste', '1 cup barbeque sauce, or to taste']",8 servings,"{'calories': '269 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '67 mg', 'fiberContent': '0 g', 'proteinContent': '17 g', 'saturatedFatContent': '6 g', 'sodiumContent': '402 mg', 'sugarContent': '8 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",usa,state_nc,na,4731.43,338.99,308.95,118.32
Easy Slow Cooker Chicken and Dumpling Soup,https://www.allrecipes.com/recipe/285865/easy-slow-cooker-chicken-and-dumpling-soup/,https://www.allrecipes.com/thmb/mzj-5Dr_Q9FppU5y3kxwMDag4kE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7338560-b3c9c73605a94c1eae76606ae1b1b3b3.jpg,"['1 large yellow onion, diced', '2 pounds skinless, boneless chicken breast halves', '1 (22 ounce) can 98% fat-free condensed cream of chicken soup', '1 (10.5 ounce) can condensed cream of celery soup', '2 teaspoons poultry seasoning', 'ground black pepper to taste', '2 cups low-sodium chicken broth', '1 (12 ounce) package frozen peas and carrots', '1 (10 ounce) can buttermilk biscuit dough, separated']",8 servings,"{'calories': '345 kcal', 'carbohydrateContent': '31 g', 'cholesterolContent': '78 mg', 'fiberContent': '3 g', 'proteinContent': '33 g', 'saturatedFatContent': '3 g', 'sodiumContent': '1276 mg', 'fatContent': '10 g', 'unsaturatedFatContent': '0 g'}",usa,southern,soups_and_stews,2604.22,322.92,87.76,124.18
Easy Slow Cooker Chicken and Dumplings,https://www.allrecipes.com/recipe/240587/easy-slow-cooker-chicken-and-dumplings/,https://www.allrecipes.com/thmb/IGLdLNj3c8MRvzTeAwN3ipCZ4F0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5684613-c7bc1b4974f54a9b831612054390c963.jpg,"['0.25 cup water, or as needed', '1 teaspoon poultry seasoning', 'salt and ground black pepper to taste', '4 skinless, boneless chicken breast halves', '1 (10.75 ounce) can low-sodium chicken broth, divided', '1 large onion, finely diced', '3 carrots, chopped', '4 stalks celery, chopped', '2 tablespoons butter', ""1 (10.75 ounce) can reduced-fat condensed cream of celery soup (such as Campbell's®)"", ""1 (10.75 ounce) can reduced-fat condensed cream of chicken soup (such as Campbell's® Healthy Request)"", '0.5 teaspoon dried rosemary', '1 (10 ounce) package refrigerated biscuit dough, torn into pieces']",8 servings,"{'calories': '270 kcal', 'carbohydrateContent': '27 g', 'cholesterolContent': '44 mg', 'fiberContent': '2 g', 'proteinContent': '16 g', 'saturatedFatContent': '4 g', 'sodiumContent': '755 mg', 'sugarContent': '6 g', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}",usa,southern,soups_and_stews,1881.02,176.1,52.98,172.62
Easy Slow Cooker Meatballs,https://www.allrecipes.com/recipe/57981/easy-slow-cooker-meatballs/,https://www.allrecipes.com/thmb/FFwSfbTdi_8s9DEjuwC3OWBmlII=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/57981-easy-slow-cooker-meatballs-ddmfs-1x1-0145-ab453e99df644f18acd00076991b43b9.jpg,"['1.5 pounds ground beef', '1.25 cups Italian seasoned bread crumbs', '1 medium yellow onion, chopped', '2 cloves garlic, minced', '0.25 cup chopped fresh parsley', '1 egg, beaten', '1 (28 ounce) jar spaghetti sauce', '1 (16 ounce) can crushed tomatoes', '1 (14.25 ounce) can tomato puree']",4 servings,"{'calories': '925 kcal', 'carbohydrateContent': '73 g', 'cholesterolContent': '149 mg', 'fiberContent': '11 g', 'proteinContent': '41 g', 'saturatedFatContent': '20 g', 'sodiumContent': '2012 mg', 'fatContent': '53 g', 'unsaturatedFatContent': '0 g'}",european,italian,"na,main",3323.8,240.7,148.49,256.11
Easy Slow Cooker Santa Fe Chicken,https://www.allrecipes.com/recipe/241828/easy-slow-cooker-santa-fe-chicken/,https://www.allrecipes.com/thmb/b6awSthKU7xfsX0bA7myJAl09CA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/241828-easy-slow-cooker-santa-fe-chicken-ddmfs-3x4-0166-b11e75f935434540936276efa8836552.jpg,"['1 (15 ounce) can black beans, rinsed and drained', '1 (14.5 ounce) can fat-free chicken broth', '1 (14.5 ounce) can diced tomatoes with green chile peppers', '1 (8 ounce) bag frozen corn', '0.25 cup chopped fresh cilantro', '3 scallions, chopped', '1 teaspoon garlic powder', '1 teaspoon onion powder', '1 teaspoon ground cumin', '1 teaspoon cayenne pepper, or to taste', 'salt to taste', '1.5 pounds skinless, boneless chicken breast halves']",8 servings,"{'calories': '178 kcal', 'carbohydrateContent': '18 g', 'cholesterolContent': '44 mg', 'fiberContent': '5 g', 'proteinContent': '23 g', 'saturatedFatContent': '1 g', 'sodiumContent': '548 mg', 'sugarContent': '1 g', 'fatContent': '2 g', 'unsaturatedFatContent': '0 g'}",usa,state_nm,na,1869.23,250.96,29.47,152.86
Easy Slow Cooker Santa Fe Chicken,https://www.allrecipes.com/recipe/241828/easy-slow-cooker-santa-fe-chicken/,https://www.allrecipes.com/thmb/b6awSthKU7xfsX0bA7myJAl09CA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/241828-easy-slow-cooker-santa-fe-chicken-ddmfs-3x4-0166-b11e75f935434540936276efa8836552.jpg,"['1 (15 ounce) can black beans, rinsed and drained', '1 (14.5 ounce) can fat-free chicken broth', '1 (14.5 ounce) can diced tomatoes with green chile peppers', '1 (8 ounce) bag frozen corn', '0.25 cup chopped fresh cilantro', '3 scallions, chopped', '1 teaspoon garlic powder', '1 teaspoon onion powder', '1 teaspoon ground cumin', '1 teaspoon cayenne pepper, or to taste', 'salt to taste', '1.5 pounds skinless, boneless chicken breast halves']",8 servings,"{'calories': '178 kcal', 'carbohydrateContent': '18 g', 'cholesterolContent': '44 mg', 'fiberContent': '5 g', 'proteinContent': '23 g', 'saturatedFatContent': '1 g', 'sodiumContent': '548 mg', 'sugarContent': '1 g', 'fatContent': '2 g', 'unsaturatedFatContent': '0 g'}",usa,state_ok,na,1869.23,250.96,29.47,152.86
Easy Slow Cooker Venison Stew,https://www.allrecipes.com/recipe/32081/easy-slow-cooker-venison-stew/,https://www.allrecipes.com/thmb/3uZNpLdtUTNu4PLhCdKosRWwl4c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7090-a931e92133d749c2a5fc31cfe1d4ac24.jpg,"['2 pounds venison stew meat', '1 (10.75 ounce) can condensed cream of mushroom soup', '1 (10.75 ounce) can condensed golden mushroom soup', '0.5 onion, chopped', '4 carrots, cut into 1 inch pieces']",6 servings,"{'calories': '278 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '131 mg', 'fiberContent': '2 g', 'proteinContent': '37 g', 'saturatedFatContent': '3 g', 'sodiumContent': '794 mg', 'sugarContent': '4 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",usa,state_de,na,2138.38,343.52,52.51,50.39
Easy Slow Cooker Venison Stew,https://www.allrecipes.com/recipe/32081/easy-slow-cooker-venison-stew/,https://www.allrecipes.com/thmb/3uZNpLdtUTNu4PLhCdKosRWwl4c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7090-a931e92133d749c2a5fc31cfe1d4ac24.jpg,"['2 pounds venison stew meat', '1 (10.75 ounce) can condensed cream of mushroom soup', '1 (10.75 ounce) can condensed golden mushroom soup', '0.5 onion, chopped', '4 carrots, cut into 1 inch pieces']",6 servings,"{'calories': '278 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '131 mg', 'fiberContent': '2 g', 'proteinContent': '37 g', 'saturatedFatContent': '3 g', 'sodiumContent': '794 mg', 'sugarContent': '4 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",usa,state_id,na,2138.38,343.52,52.51,50.39
Easy Slow Cooker Venison Stew,https://www.allrecipes.com/recipe/32081/easy-slow-cooker-venison-stew/,https://www.allrecipes.com/thmb/3uZNpLdtUTNu4PLhCdKosRWwl4c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7090-a931e92133d749c2a5fc31cfe1d4ac24.jpg,"['2 pounds venison stew meat', '1 (10.75 ounce) can condensed cream of mushroom soup', '1 (10.75 ounce) can condensed golden mushroom soup', '0.5 onion, chopped', '4 carrots, cut into 1 inch pieces']",6 servings,"{'calories': '278 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '131 mg', 'fiberContent': '2 g', 'proteinContent': '37 g', 'saturatedFatContent': '3 g', 'sodiumContent': '794 mg', 'sugarContent': '4 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",usa,state_mt,na,2138.38,343.52,52.51,50.39
Easy Snow Ice Cream,https://www.allrecipes.com/recipe/235809/easy-snow-ice-cream/,https://www.allrecipes.com/thmb/hgJezfr443czQXdC2zTB4K9G9f4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1924992-d8361485cb7744fd9c5eaa344b778232.jpg,"['1 (14 ounce) can sweetened condensed milk', '0.75 cup white sugar', '1.5 teaspoons vanilla extract', '1 gallon clean fresh snow']",6 servings,"{'calories': '310 kcal', 'carbohydrateContent': '61 g', 'cholesterolContent': '22 mg', 'proteinContent': '5 g', 'saturatedFatContent': '4 g', 'sodiumContent': '103 mg', 'sugarContent': '61 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",usa,state_mn,na,2315.74,42.3,46.53,441.71
Easy Sous Vide Corned Beef,https://www.allrecipes.com/recipe/279009/easy-sous-vide-corned-beef/,https://www.allrecipes.com/thmb/eh8arl3yZPlgQCXMdymq0MlFq9c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7777646-0d791918798f4327ad13eb25f1ec7b6b.jpg,"['1 (5 pound) flat corned beef roast', '2 teaspoons browning liquid', '1 teaspoon garlic powder', '1 teaspoon onion powder']",20 servings,"{'calories': '125 kcal', 'carbohydrateContent': '0 g', 'cholesterolContent': '49 mg', 'proteinContent': '9 g', 'saturatedFatContent': '3 g', 'sodiumContent': '563 mg', 'sugarContent': '0 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",european,uk_ireland,main,5711.07,412.85,430.5,14.82
Easy Southern Biscuits,https://www.allrecipes.com/recipe/22736/easy-southern-biscuits/,https://www.allrecipes.com/thmb/FoTJLSyRlWmiFcjzgg_tjv1mksk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8073633-2b6bcf2b90ed45628858560c192730c7.jpg,"['2 cups self-rising flour', '2 tablespoons white sugar', '1 cup milk', '0.33333334326744 cup mayonnaise']",10 servings,"{'calories': '163 kcal', 'carbohydrateContent': '22 g', 'cholesterolContent': '5 mg', 'fiberContent': '1 g', 'proteinContent': '3 g', 'saturatedFatContent': '1 g', 'sodiumContent': '369 mg', 'sugarContent': '4 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",usa,southern,"bread,na",1597.82,33.48,61.59,222.76
Easy Southern Fried Green Tomatoes,https://www.allrecipes.com/recipe/232360/easy-southern-fried-green-tomatoes/,https://www.allrecipes.com/thmb/KrLnjIBKOOOl6gVZgxpPVeZdLrM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1058985-75958e05dba4470e93b441402b424b48.jpg,"['waxed paper', '2 large eggs', '2 tablespoons water', '1 cup all-purpose flour', '1 cup yellow cornmeal', 'sea salt to taste', 'freshly ground black pepper to taste', '2 pounds green tomatoes, sliced', '1 cup canola oil for frying, or as needed']",8 servings,"{'calories': '189 kcal', 'carbohydrateContent': '32 g', 'cholesterolContent': '47 mg', 'fiberContent': '2 g', 'proteinContent': '6 g', 'saturatedFatContent': '1 g', 'sodiumContent': '74 mg', 'sugarContent': '5 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",usa,southern,"side,side",3181.18,46.51,235,237.66
Easy Spaghetti with Tomato Sauce,https://www.allrecipes.com/recipe/11715/easy-spaghetti-with-tomato-sauce/,https://www.allrecipes.com/thmb/QFG50B-NKSOEhlFassqkORq6IwA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/999096-3458e9f33928457e8d48a776a29ee57e.jpg,"['1 pound lean ground beef', '2.5 cups chopped tomatoes', '1.3329999446869 (6 ounce) cans tomato paste', '1 (4.5 ounce) can sliced mushrooms', '2 tablespoons dried minced onion', '1 teaspoon salt', '1 teaspoon dried oregano', '0.75 teaspoon white sugar', '0.25 teaspoon ground black pepper', '0.125 teaspoon garlic powder', '12 ounces spaghetti']",4 servings,"{'calories': '557 kcal', 'carbohydrateContent': '66 g', 'cholesterolContent': '68 mg', 'fiberContent': '6 g', 'proteinContent': '28 g', 'saturatedFatContent': '8 g', 'sodiumContent': '1002 mg', 'sugarContent': '11 g', 'fatContent': '20 g', 'unsaturatedFatContent': '0 g'}",european,italian,main,1888.69,164.42,59.43,177.54
Easy Spinach Lasagna with White Sauce,https://www.allrecipes.com/recipe/11933/easy-spinach-lasagna-with-white-sauce/,https://www.allrecipes.com/thmb/yg7ONLldUM8X3YMraQ8H3z5XkLc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4015368-ad3142d007864a0b84011ae525a1dff2.jpg,"['1 (10 ounce) package frozen chopped spinach', '29 ounces Alfredo-style pasta sauce', '0.5 cup skim milk', '1 (8 ounce) package lasagna noodles', '1 pint part-skim ricotta cheese', '1 egg', '8 ounces shredded carrots', '8 ounces fresh mushrooms, sliced', '0.5 cup shredded mozzarella cheese']",9 servings,"{'calories': '492 kcal', 'carbohydrateContent': '31 g', 'cholesterolContent': '81 mg', 'fiberContent': '3 g', 'proteinContent': '20 g', 'saturatedFatContent': '14 g', 'sodiumContent': '1048 mg', 'sugarContent': '7 g', 'fatContent': '34 g', 'unsaturatedFatContent': '0 g'}",european,italian,main,5466.33,209.92,427.37,216.5
